dim1,dim2,dim3,dim4,dim5,dim6,obj1,obj2,obj3
0.7894437909126282,0.5646427273750305,0.7887369990348816,0.3067094087600708,0.21975177526474,0.3574158251285553,-116.65889450727346,-89.94767076207728,-55.104993739182845
0.1156068118289113,0.4665712034329772,0.19038491137325764,0.5574309378862381,0.8449482396245003,0.9068642100319266,-12.839993862613259,-14.679908283378742,-210.52750795575201
0.2603358682245016,0.8036093385890126,0.5668101962655783,0.13383326586335897,0.5011109206825495,0.7038423009216785,-23.17550083656162,-5.663761879391204,-81.93787649516494
0.5826078820973635,0.16510094702243805,0.40743655152618885,0.8846082221716642,0.37609767634421587,0.02918771281838417,-28.040530261915798,-141.79817004611425,-121.67589385883564
0.6305027566850185,0.8794632777571678,0.07239571493119001,0.8027810463681817,0.3611605176702142,0.4615316232666373,-128.7443194107288,-17.64532830606526,-85.78958728998674
0.4644807353615761,0.02676155138760805,0.9213750725612044,0.05353198200464249,0.7362388279289007,0.7712586810812354,-2.376036979662284,-86.40943532903611,-102.3644840820293
0.16340653877705336,0.7346455445513129,0.2908986387774348,0.6299655130133033,0.8925235755741596,0.599463913589716,-23.3558807436614,-8.43615953601671,-162.76590408174155
0.993493533693254,0.35908340103924274,0.699950180016458,0.3806477691978216,0.01738435309380293,0.16457637026906013,-98.58862601244329,-175.96771863371023,-1.7980908231005148
0.9256131397560239,0.8410927541553974,0.3468971299007535,0.10545721184462309,0.7585726780816913,0.09158722497522831,-102.80046827807823,-19.422042580795686,-9.822406838696498
0.23224537167698145,0.19013237301260233,0.6312557468190789,0.8546212185174227,0.13377287611365318,0.6411986593157053,-9.941570601356277,-42.346056402054295,-172.85195974424198
0.39174423553049564,0.5406018076464534,0.000954856164753437,0.46181262005120516,0.4774280469864607,0.969281823374331,-52.18828512867839,-44.34910041186138,-149.89224069201967
0.7022979836910963,0.4281268399208784,0.9742609122768044,0.7111521176993847,0.6024108314886689,0.29475404415279627,-61.548490906960964,-82.21378972542281,-60.940401093692756
0.5293678194284439,0.6522402372211218,0.5143497139215469,0.6014509527012706,0.6485206680372357,0.2272219303995371,-84.9092470332862,-45.27169273063143,-115.73680397893665
0.31256407871842384,0.2539738668128848,0.4804052300751209,0.3508297298103571,0.2735950071364641,0.5370625052601099,-8.828735727898732,-25.93364293212025,-76.45442783467418
0.1826115761922977,0.6058395638930452,0.2556975278909707,0.0,0.5364626222431449,0.6153334296109455,-31.142692761259948,-20.261498409651885,-230.09051054931783
1.0,0.9311876756863162,0.19091130736283568,0.027880707642991987,1.0,0.08459693561106316,-301.0355324358832,-22.24573545032462,-0.0
1.0,0.759804838975333,0.2678882096329984,0.04498154279244981,0.6402346608715647,0.09538711785054217,-128.8220075214294,-40.72417185689329,-0.0
0.9713638259981417,0.8925771033784956,0.2315404279166513,0.07779961681437805,0.6734074461029033,0.12872350287803538,-126.5458774223164,-15.229972465975955,-4.1796058263654565
0.6698504167410088,0.26722565672645865,0.5155822318542819,0.0,0.7570081684137101,0.7933096168112552,-51.249469757810715,-140.53402283650794,-94.52444691162914
0.339525494899346,0.30477417435852744,0.5430889072736819,0.0,0.38746394582406496,0.5562606917775592,-31.980760335056505,-72.9518849665604,-204.1241026540107
0.2327801741051243,0.1276959464900603,0.9367839790823969,0.2275857374286249,0.7715360717762031,0.6727024703187886,-6.828495856015843,-46.646152664228026,-176.247013669486
0.9858331008766361,0.9342710674907965,0.9561882247898469,0.06277264790533213,0.7464974487606023,0.19143732993162937,-240.48569747406884,-16.91893148436551,-3.699029185668798
0.1709337949077377,0.3219410940364169,0.48184005133845437,0.3760927650912605,0.22749534551726744,0.5713112774004239,-14.485505815955324,-30.508768243126962,-218.23204747299485
0.46775681942600206,0.8409419801407405,0.6954473009498799,0.36781313277916133,0.49297756674275317,0.5037195804564519,-32.213227648279634,-6.092896209264511,-43.58712123624348
0.38760781400816846,0.8363524744655527,0.6843359086885947,0.25177914147489683,0.5013440224497148,0.5494743820638893,-34.93354874603059,-6.835382192272524,-65.99187632298413
0.3708610044230862,0.872801100989306,0.10485002809918148,0.27849531857038434,0.8137384278987843,0.40550100190142274,-71.97549973827812,-10.489450932264173,-139.89585212894667
0.6431030601039306,0.9306333513023184,1.0,0.4652021982761359,0.43401693185779067,0.4446071197822054,-163.35548338640208,-12.176033034972846,-97.41309745281131
0.3626488615898245,0.842058799023589,0.9417022814119792,0.3335486149463526,0.44765810252004307,0.5854557518514055,-68.12691324540185,-12.778260270270152,-142.18989746011982
0.5964453150609471,0.7742662728530102,0.5677883310957148,0.723750415888906,0.38572091739578523,0.5942023807788609,-133.16214528213595,-38.82280350229339,-116.36495428565387
0.9080980430662884,0.9466536803289854,0.5403758258763884,0.1924314834184008,0.4161730988250466,0.24214581937481164,-256.6827721429105,-14.464720838585036,-27.440853345006346
0.7428708507898184,0.0,0.8454555814919333,0.6031233971838192,0.7238562259599247,0.5700582255359274,-0.0,-192.76298956071824,-66.7208619806003
0.34287605196859045,0.6019296120549505,0.9737863954446251,0.4633942758168735,0.9165879761739464,0.6124949247524432,-49.0154327632606,-32.41507303279907,-156.0620380212589
0.00986665870417882,1.0,1.0,0.0,0.0,1.0,-4.4449297462325585,-0.0,-446.05507025376744
0.6939225584584156,0.2869525191680543,1.0,0.14092934439395108,0.07867617582585013,0.0,-57.26219444730195,-142.29066054529085,-88.01937127413886
0.6217887803253216,0.8445497848326019,1.0,0.0,0.41988163347337637,0.010376563760721791,-223.56640884718655,-41.150263706936016,-161.0174045638693
0.9931607776761199,0.8408133320327048,0.98513170435322,0.0,0.0,0.8703990503334897,-299.6850280266765,-56.73775525885276,-2.4544411247187043
0.4240332178436817,0.8427347762044979,0.42805917645203995,0.4429903251893785,0.6182633014460114,0.6173906170645064,-117.83392292691781,-21.989336126917948,-189.9227447259462
0.4185470329782189,0.852489059065485,0.9470975672484381,0.22725192476527312,0.6239761601822228,0.5318099704657803,-90.15777661370655,-15.600503395821372,-146.92127969728185
0.38897715149115947,0.06379040823568517,0.8934227205243622,1.0,0.0,0.983353542909816,-8.419088436041287,-123.56138745204905,-207.3208825133939
0.30016955215209784,0.5194317310507366,0.4251239192086275,1.0,1.0,0.8476893880802396,-57.79373344261348,-53.46965303881107,-259.4050763380378
0.3610846611494173,0.7701537061375809,0.5527568591782069,0.28909470591969516,0.0,0.1728241921813719,-72.52721655571732,-21.645175237929376,-166.63179604937562
0.43855020999273375,0.05865084558838626,1.0,0.2954946721391924,0.21536632814451,0.6994774796355463,-5.553864480802821,-89.13981683080247,-121.23069668190715
0.9935858854926557,0.857484933314643,0.0015637039070949279,0.2934771483750435,0.5360524659780763,0.3963362879755244,-208.81933773699927,-34.70603469117808,-1.5720831455083535
0.1832134112019549,0.7955481233150468,0.7082774308952995,0.3280976590116264,0.6392142821838894,0.7535658294303309,-21.931449428946568,-5.636272480267775,-122.9000944387201
0.9156320095797983,0.0,0.0,0.14426895314693752,0.5205012706981238,0.2539746006547743,-0.0,-198.88516916016752,-18.325639417221417
0.9882939364005293,0.9999787973636017,0.39767454885762776,0.1766029407101961,0.02069032948362779,0.0,-402.22762126282083,-0.008528466828955987,-4.76437401598427
0.9673228884365811,0.8544715071924136,0.0,0.2664726946756548,0.6893852125746743,0.0,-213.28198391644074,-36.32491592886092,-8.431964766621768
0.61272108731499,0.6442806903647114,0.0,0.5405737456703736,0.6454657506932064,0.3719263391436487,-114.1853916660515,-63.04387094216662,-112.02022835488208
0.9890564655445075,0.616805615412926,0.2370420331508156,0.184077086158864,0.6298297234641462,0.9061092441618112,-159.97509741097048,-99.38553973866655,-2.8697270256283507
0.9492514221725803,1.0,0.41773826542136133,0.22181918611280638,0.6700446098913657,0.0,-304.09151249822145,-0.0,-16.25724379043183
1.0,0.8999643836510495,0.9990521159838941,0.29292885028409177,1.0,0.0,-307.1606070763221,-34.14246297430335,-0.0
