dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,obj1,obj2,obj3
0.7894437909126282,0.5646427273750305,0.7887369990348816,0.3067094087600708,0.21975177526474,0.3574158251285553,0.717496931552887,0.9264625310897827,-0.29724405424816125,-0.3646890699379707,-1.3702541205071106
0.07853176444768906,0.06044055242091417,0.17462555039674044,0.8060557525604963,0.7206593481823802,0.586440172046423,0.36206209287047386,0.37236336059868336,-1.2754389905976244,-0.12145505360206213,-0.15885317109743674
0.4098886149004102,0.8919755574315786,0.6647018091753125,0.24067783541977406,0.8452762141823769,0.8993832329288125,0.9500411804765463,0.11286919843405485,-0.23304927059285777,-1.3602208298082399,-1.035786434169513
0.7145405150949955,0.4831222454085946,0.3104103561490774,0.7392613040283322,0.3451005704700947,0.16947280056774616,0.09436218906193972,0.6820592600852251,-0.4479789481315599,-0.4248339335730578,-1.2833348784525083
0.5306631615385413,0.8366677043959498,0.017122003249824047,0.5101734641939402,0.4084957307204604,0.43008884601294994,0.8132452238351107,0.157738390378654,-0.2493621839459541,-0.9505184222769891,-1.0822175957817899
0.35101122967898846,0.2884939946234226,0.879836305975914,0.008904513902962208,0.9089304460212588,0.6377738984301686,0.23115813825279474,0.6020218376070261,-1.2669476887770832,-0.6169591353200776,-0.8666300535280579
0.14524856489151716,0.6366455992683768,0.404805451631546,0.9434077451005578,0.5340355783700943,0.8255642503499985,0.58070098888129,0.8502473859116435,-0.7588819394427537,-1.1819940624621947,-0.3261558758453619
0.9811606276780367,0.23849966377019882,0.5117147443816066,0.4428406413644552,0.033356260508298874,0.11729853134602308,0.4988580420613289,0.42123802937567234,-0.037830060919745175,-0.014874945840474293,-1.3732244636027169
0.8814835473895073,0.9999191761016846,0.4901276780292392,0.12271879613399506,0.6308667482808232,0.23158223275095224,0.7765519805252552,0.19628870580345392,-3.2906252565125735e-05,-0.2591903056094324,-1.3761382909119964
0.24869839195162058,0.3752413308247924,0.5943590179085732,0.6238911962136626,0.13178996834903955,0.9612971637398005,0.1789839630946517,0.5009829625487328,-1.134253679166822,-0.7585061783220678,-0.5619291283676157
0.26315969601273537,0.5436760447919369,0.12003033608198166,0.42364395689219236,0.2564368788152933,0.523599243722856,0.5090958746150136,0.7654972681775689,-0.7704882740260549,-0.8841876994325,-0.514438035965686
0.614688535220921,0.08147041033953428,0.9839576883241534,0.9245417527854443,0.756246542558074,0.29428020492196083,0.41128371469676495,0.443484328687191,-0.8653708509435224,-0.11135301663747817,-1.261091089894929
0.6734857987612486,0.7240144098177552,0.6911879014223814,0.8259928403422236,0.9426717953756452,0.055376894772052765,0.6301448130980134,0.9665959412232041,-0.3650705393071959,-0.7886854454143607,-1.5432337939426026
0.44695699121803045,0.15106814913451672,0.3347068401053548,0.3268040902912617,0.44309181813150644,0.7634623749181628,0.29023476876318455,0.2697337567806244,-0.9105591824832996,-0.22022240591104958,-0.79239976564366
0.05711509473621845,0.8029468255117536,0.8249969305470586,0.6266759410500526,0.068226994946599,0.7009171601384878,0.897600919008255,0.026284211315214634,-0.525149123467429,-1.6420670126776447,-0.15508674828338662
0.8149002222344279,0.322151692584157,0.21258687786757946,0.12770076002925634,0.5675633233040571,0.49292216170579195,0.0579350171610713,0.7061327993869781,-0.36702806784912984,-0.20339382740998754,-1.4023039771647197
0.8629703158512712,0.7689806222915649,0.5742233581840992,0.9815202048048377,0.34331496711820364,0.7893345197662711,0.3286082502454519,0.04195917584002018,-0.12015669461197571,-0.3164520852069937,-1.5482407899419939
0.011379845440387726,0.3561791693791747,0.46238166745752096,0.4828149601817131,0.8432613713666797,0.028544943779706955,0.7461292343214154,0.721714454703033,-1.2300298649942591,-0.7702843595546157,-0.025945604670549162
0.4926314102485776,0.6877291463315487,0.9404756044968963,0.532676313072443,0.7178782224655151,0.46612089965492487,0.06457023229449987,0.9822624418884516,-0.5612961791590934,-1.0510210878296549,-1.1642430898186964
0.6254770047962666,0.18741420935839415,0.08444083109498024,0.03320807497948408,0.2186637781560421,0.7267584819346666,0.9828236363828182,0.28531052451580763,-0.9561245252614256,-0.289896506224639,-1.4976968505025685
0.5670609613880515,0.5096490466967225,0.369277716614306,0.21622967347502708,0.028106137178838253,0.9978640507906675,0.20121171604841948,0.812270687893033,-0.7684344928183711,-0.7920886654000189,-1.3645390048238064
0.3092153947800398,0.11543613485991955,0.7337353397160769,0.7169185532256961,0.5275488970801234,0.19597528595477343,0.846182145178318,0.4904695553705096,-1.1436773912002536,-0.20968232398589376,-0.6138056526474464
0.20258145313709974,0.9635726409032941,0.23943633027374744,0.2666512792930007,0.9026540443301201,0.25864243507385254,0.46524973399937153,0.24305175431072712,-0.07658560486282774,-1.336981020800881,-0.44113509953446006
0.9291718918830156,0.41152706928551197,0.8440758744254708,0.768042117357254,0.4029666520655155,0.5601968197152019,0.6094877431169152,0.547961394302547,-0.10790829824866015,-0.08142533161168003,-1.2100340431528178
0.9662402644753456,0.6706115547567606,0.1546005243435502,0.6666578259319067,0.8052158402279019,0.6646528774872422,0.14645904023200274,0.8346944898366928,-0.039440347373917974,-0.06930089114053556,-1.5022397832459418
0.16152673307806253,0.20447291154414415,0.7609413955360651,0.16588191781193018,0.3051476115360856,0.40420317091047764,0.8062085043638945,0.40553430560976267,-1.2211758331972562,-0.40629178104259916,-0.3337348307715467
0.3346718139946461,0.8729532118886709,0.266855800524354,0.850395661778748,0.17979450710117817,0.0913820480927825,0.3824206478893757,0.1421939581632614,-0.27238421365166937,-1.3467245373238086,-0.7971323525150913
0.5456442879512906,0.25214721355587244,0.6291237557306886,0.3493450377136469,0.6805956494063139,0.852473933249712,0.5429025357589126,0.586323001421988,-0.7280777885232703,-0.30446074597634015,-0.911302557176452
0.7289268355816603,0.9260027883574367,0.9144796840846539,0.40118681360036135,0.6208522291854024,0.6221222802996635,0.2612820267677307,0.06597370654344559,-0.06976743308888712,-0.5975241770765798,-1.326393484359751
0.3929543336853385,0.4491558112204075,0.05965801980346441,0.9000401068478823,0.12031057570129633,0.3207405162975192,0.6640411494299769,0.6351961055770516,-0.9780071469229377,-0.8330566476667038,-0.9118456978985624
0.09540522284805775,0.6009890278801322,0.5384535929188132,0.08468223921954632,0.4954457674175501,0.13282819651067257,0.02532041911035776,0.8795774057507515,-0.9732800797411933,-1.343991006761151,-0.2505588324177031
0.7751187859103084,0.024155519902706146,0.4239340089261532,0.5837492132559419,0.9957437422126532,0.9350345330312848,0.9273471180349588,0.3255070010200143,-0.574158125525706,-0.02179597343551241,-1.558340063577284
0.7572909919545054,0.8848399324342608,0.10632395278662443,0.7652027560397983,0.05229644104838371,0.8669654875993729,0.0926027512177825,0.3886325713247061,-0.11639427388609067,-0.636408963039411,-1.6139482965650984
