dim1,dim2,dim3,dim4,dim5,dim6,obj1,obj2,obj3
0.7894437909126282,0.5646427273750305,0.7887369990348816,0.3067094087600708,0.21975177526474,0.3574158251285553,-116.65889450727346,-89.94767076207728,-55.104993739182845
0.1156068118289113,0.4665712034329772,0.19038491137325764,0.5574309378862381,0.8449482396245003,0.9068642100319266,-12.839993862613259,-14.679908283378742,-210.52750795575201
0.2603358682245016,0.8036093385890126,0.5668101962655783,0.13383326586335897,0.5011109206825495,0.7038423009216785,-23.17550083656162,-5.663761879391204,-81.93787649516494
0.5826078820973635,0.16510094702243805,0.40743655152618885,0.8846082221716642,0.37609767634421587,0.02918771281838417,-28.040530261915798,-141.79817004611425,-121.67589385883564
0.6305027566850185,0.8794632777571678,0.07239571493119001,0.8027810463681817,0.3611605176702142,0.4615316232666373,-128.7443194107288,-17.64532830606526,-85.78958728998674
0.4644807353615761,0.02676155138760805,0.9213750725612044,0.05353198200464249,0.7362388279289007,0.7712586810812354,-2.376036979662284,-86.40943532903611,-102.3644840820293
0.16340653877705336,0.7346455445513129,0.2908986387774348,0.6299655130133033,0.8925235755741596,0.599463913589716,-23.3558807436614,-8.43615953601671,-162.76590408174155
0.993493533693254,0.35908340103924274,0.699950180016458,0.3806477691978216,0.01738435309380293,0.16457637026906013,-98.58862601244329,-175.96771863371023,-1.7980908231005148
0.9256131397560239,0.8410927541553974,0.3468971299007535,0.10545721184462309,0.7585726780816913,0.09158722497522831,-102.80046827807823,-19.422042580795686,-9.822406838696498
0.23224537167698145,0.19013237301260233,0.6312557468190789,0.8546212185174227,0.13377287611365318,0.6411986593157053,-9.941570601356277,-42.346056402054295,-172.85195974424198
0.39174423553049564,0.5406018076464534,0.000954856164753437,0.46181262005120516,0.4774280469864607,0.969281823374331,-52.18828512867839,-44.34910041186138,-149.89224069201967
0.7022979836910963,0.4281268399208784,0.9742609122768044,0.7111521176993847,0.6024108314886689,0.29475404415279627,-61.548490906960964,-82.21378972542281,-60.940401093692756
0.5293678194284439,0.6522402372211218,0.5143497139215469,0.6014509527012706,0.6485206680372357,0.2272219303995371,-84.9092470332862,-45.27169273063143,-115.73680397893665
0.31256407871842384,0.2539738668128848,0.4804052300751209,0.3508297298103571,0.2735950071364641,0.5370625052601099,-8.828735727898732,-25.93364293212025,-76.45442783467418
0.028324549019581518,0.5326280233742113,0.042669161486132465,0.0,0.39197725766197994,0.5942422115595875,-5.785703137602854,-5.076855503135358,-372.6407632737126
1.0,1.0,0.05518776118893055,0.0,1.0,0.2744280190107056,-295.10978917667273,-0.0,-0.0
0.3024737241764774,0.5703813934579343,1.0,0.0,0.7333080036514756,0.5947919069012184,-60.896058066878695,-45.867694687566285,-246.2049325259795
1.0,1.0,1.0,0.2554557818170421,1.0,0.19771770849422063,-374.4023313830142,-0.0,-0.0
0.3663966923817937,0.7517350877892056,0.37562218231772027,0.0,0.0,0.7633117077098743,-106.34079818843018,-35.119670952594205,-244.6250826183222
1.0,0.16850961090485395,0.21681531014446634,0.21003854367824187,0.10594989598568066,0.6998325111403001,-35.397763385509016,-174.66600209013353,-0.0
0.0,1.0,1.0,0.23598433312833716,0.46920840337108227,0.7131713996354048,-0.0,-0.0,-215.96149337448992
0.0,1.0,0.0,0.19413225575290471,1.0,0.13337167628829094,-0.0,-0.0,-361.1036145415624
0.0,0.2911325310954413,0.6236865246406318,0.2246624883286212,0.39395008279649335,1.0,-0.0,-0.0,-389.72935326245255
1.0,0.0,0.2543940504294573,0.0,0.6439539196335916,1.0,-0.0,-332.11214933605845,-0.0
0.23901227075335904,0.0,0.0,0.23336299020126203,0.9484827878633565,0.5966902634962148,-0.0,-83.50761955430256,-265.87870814799163
0.24368063223326675,1.0,0.0,0.3570399777210638,0.5055853202828872,0.5896987699952768,-66.66283406550504,-0.0,-206.9035690357931
1.0,0.0,0.6453485250038996,0.055371436107359076,0.6797393093346321,0.0,-0.0,-234.23064482589615,-0.0
0.5984307442877689,0.0,1.0,0.030678482221849348,0.49431233923782164,0.5996984352123899,-0.0,-181.8188211039438,-122.00718188715943
1.0,1.0,0.822613426048525,0.19480258433769967,0.6050993462932257,0.0,-410.0126051527185,-0.0,-0.0
0.3140373451918964,0.0,0.0,1.0,0.17024387804945174,1.0,-0.0,-132.88027761611826,-290.25499483028494
0.23828940935932952,0.23370134886523744,0.6028530029270398,0.35935591124683824,1.0,1.0,-21.79108860114208,-71.4522268822777,-298.05949454962337
0.9665326241523439,0.26094026055414854,0.45570130985488305,0.24162003648568903,1.0,1.0,-83.99511808184083,-237.89893499936525,-11.145975819535375
0.0,0.7582003816008236,0.6197578432915016,0.20156677501486858,0.49003318962663006,0.3957735010165124,-0.0,-0.0,-298.8220203060253
0.0,0.44703057422760334,0.42285982691198654,1.0,0.0,0.0,-0.0,-0.0,-425.9483295437656
0.9839074042239508,1.0,0.34208404544265864,1.0,0.6499952928256542,0.0,-310.49423281664406,-0.0,-5.078382536874823
0.71399187793736,0.0,0.8003370159079717,0.0,0.0,0.0,-0.0,-315.94662792045267,-126.56068579463603
0.06685362025514589,0.9805599091037723,0.8406349985026899,0.6264887196596027,0.8356010783293344,1.0,-22.632523455068622,-0.4487011034131276,-322.1689574121069
0.9713937037431812,0.2875156209835988,0.39250893230387224,0.0,0.347099166000021,0.0,-103.70575419730451,-256.9903145676701,-10.622035701899788
0.9042495816063516,0.7458918966638926,0.8558206139958597,1.0,1.0,0.0,-259.83260422346916,-88.51895367065381,-36.886726955613796
0.0,0.8712997807619449,1.0,0.7760405337497066,0.5896143298522396,0.36981308462172013,-0.0,-0.0,-381.06423367842945
0.9550190126211233,0.0,0.46049583647290143,0.6826452044372251,0.109137381124471,1.0,-0.0,-158.04630433631183,-7.443913395104386
1.0,0.8101084584895369,0.22402962844798022,0.46699809066734826,0.5483580588290163,0.4742654065971307,-144.50023187832375,-33.8712322929642,-0.0
0.10102986126212729,0.8667320028022557,0.2732428928945599,0.41594578776834135,0.6890667900675772,0.63155726813698,-17.239850922574263,-2.6507852450480405,-176.9881471854994
1.0,0.7238150366176458,0.0,0.0,1.0,0.0,-326.07867399624945,-124.42132600375056,-0.0
0.23775288573135073,0.49091054249250266,0.7547823955430006,0.40717876155084637,0.23837055713466673,0.0,-40.17116904575344,-41.65874815625276,-262.35062534026207
1.0,1.0,0.3861634693163394,0.03655087696803007,0.8308087717769351,0.8429019524679154,-328.50045537269796,-0.0,-0.0
1.0,0.0,0.16885892475313757,0.6603743676603577,0.0,1.0,-0.0,-344.1802873987152,-0.0
0.8529017056205075,1.0,0.11716077891016437,0.5881562186076379,0.7939965101201614,0.40966880584187665,-267.3347923524066,-0.0,-46.1067104499753
0.07794506256271146,0.6442348781986781,0.0,1.0,1.0,1.0,-22.62182501276768,-12.492425671733832,-415.38574931549846
1.0,0.848410864431353,1.0,1.0,1.0,1.0,-382.20909442632455,-68.29090557367545,-0.0
1.0,0.0,0.8913572555868915,1.0,0.0,1.0,-0.0,-347.48980513936056,-0.0
0.5269327240567037,1.0,0.5177633408683108,0.0,0.7358364980458387,0.2889480970758937,-82.76638751521729,-0.0,-74.30563275716712
1.0,1.0,0.0,0.0,0.0,1.0,-450.5,-0.0,-0.0
0.717588012575531,0.0,0.0,0.0,0.2913905336810976,1.0,-0.0,-245.41056688815087,-96.58311554159813
0.3335673173706592,0.924565528429537,0.38726501552407294,0.0,1.0,0.0,-134.0595527835448,-10.937798579162589,-289.68957332058426
1.0,0.13586134405211167,1.0,1.0,1.0,1.0,-61.205535495476305,-389.29446450452366,-0.0
0.5480645005723298,1.0,1.0,1.0,0.0,0.0,-246.90305750783457,-0.0,-203.59694249216543
0.5610994942018405,0.0,0.0,1.0,0.0,0.0,-0.0,-252.77532213792912,-197.72467786207088
0.13109831374053865,0.7340597226574079,1.0,0.0,0.0,1.0,-43.35341331726776,-15.706377022844901,-391.4402096598874
